event_id,physical_event_group,evaluation_group,evaluation_group_type,event_class,source_catalogs,source_event_ids,reference_time,time_precision,time_semantics,type_code_t2,grade,family_id,reported_stations,positive_visibility_channels,waveform_qa_scope,usable_stations,questionable_stations,rejected_stations,usable_window_count,questionable_window_count,rejected_window_count,candidate_status,nonshallow_qa_status,nonshallow_qa_batches,nonshallow_usable_stations,nonshallow_questionable_stations,nonshallow_rejected_stations,label_provenance,license_release_note
levent-01767,event:levent-01767,event:levent-01767,physical_event,natural_impact,PDS-levent,levent-01767,1971-09-09T06:12:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15;S16,S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S15.SHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01780,event:levent-01780,deep-family:A9,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01780,1971-09-15T08:52:00,minute,catalog_start_not_phase_pick,A,B,A9,S12;S14;S15,S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01787,event:levent-01787,deep-family:A25,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01787,1971-09-15T18:18:00,minute,catalog_start_not_phase_pick,A,B,A25,S12;S14;S15,S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01791,event:levent-01791,event:levent-01791,physical_event,natural_impact,PDS-levent,levent-01791,1971-09-16T11:53:00,minute,catalog_start_not_phase_pick,C,B,,S14;S15,S14.MH2;S14.MHZ;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01794,event:levent-01794,deep-family:A16,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01794,1971-09-17T11:18:00,minute,catalog_start_not_phase_pick,A,B,A16,S12;S14;S15,S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01796,event:levent-01796,deep-family:A211,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01796,1971-09-18T01:20:00,minute,catalog_start_not_phase_pick,A,B,A211,S12;S14;S15,S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01797,event:levent-01797,deep-family:A8,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01797,1971-09-18T10:08:00,minute,catalog_start_not_phase_pick,A,B,A8,S12;S14;S15,S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01821,event:levent-01821,event:levent-01821,physical_event,natural_impact,PDS-levent,levent-01821,1971-09-25T08:57:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15,S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01837,event:levent-01837,deep-family:A26,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01837,1971-09-26T02:09:00,minute,catalog_start_not_phase_pick,A,B,A26,S14;S15,S14.MH2;S14.MHZ;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01841,event:levent-01841,deep-family:A18,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01841,1971-09-26T07:18:00,minute,catalog_start_not_phase_pick,A,B,A18,S14;S15,S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01925,event:levent-01925,event:levent-01925,physical_event,natural_impact,PDS-levent,levent-01925,1971-10-06T10:46:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15;S16,S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ;S15.SHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01926,event:levent-01926,event:levent-01926,physical_event,natural_impact,PDS-levent,levent-01926,1971-10-06T17:15:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15;S16,S12.MH2;S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ;S15.SHZ;S16.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01942,event:levent-01942,deep-family:A23,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01942,1971-10-10T03:21:00,minute,catalog_start_not_phase_pick,A,B,A23,S12;S14,S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01962,event:levent-01962,deep-family:A28,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01962,1971-10-15T06:28:00,minute,catalog_start_not_phase_pick,A,B,A28,S12;S14;S15,S12.MHZ;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01969,event:levent-01969,deep-family:A16,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01969,1971-10-15T22:41:00,minute,catalog_start_not_phase_pick,A,B,A16,S12;S14;S15,S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01981,event:levent-01981,deep-family:A27,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01981,1971-10-17T14:04:00,minute,catalog_start_not_phase_pick,A,B,A27,S12;S14;S15,S12.MH1;S12.MH2;S14.MH1;S14.MH2;S14.MHZ;S15.MH1;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01986,event:levent-01986,event:levent-01986,physical_event,natural_impact,PDS-levent,levent-01986,1971-10-18T03:19:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-01995,event:levent-01995,deep-family:A8,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-01995,1971-10-19T08:39:00,minute,catalog_start_not_phase_pick,A,B,A8,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02005,event:levent-02005,event:levent-02005,physical_event,natural_impact,PDS-levent,levent-02005,1971-10-20T18:08:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02008,event:levent-02008,event:levent-02008,physical_event,natural_impact,PDS-levent,levent-02008,1971-10-21T05:31:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02074,event:levent-02074,deep-family:A18,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02074,1971-10-25T14:33:00,minute,catalog_start_not_phase_pick,A,B,A18,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02085,event:levent-02085,event:levent-02085,physical_event,natural_impact,PDS-levent,levent-02085,1971-10-26T04:34:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S15.MH1;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02115,event:levent-02115,event:levent-02115,physical_event,natural_impact,PDS-levent,levent-02115,1971-10-28T21:05:00,minute,catalog_start_not_phase_pick,C,B,,S12,S12.MH1;S12.MH2;S12.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02134,event:levent-02134,event:levent-02134,physical_event,natural_impact,PDS-levent,levent-02134,1971-10-30T17:22:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02138,event:levent-02138,event:levent-02138,physical_event,natural_impact,PDS-levent,levent-02138,1971-10-31T05:30:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02144,event:levent-02144,event:levent-02144,physical_event,natural_impact,PDS-levent,levent-02144,1971-11-01T03:02:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02158,event:levent-02158,event:levent-02158,physical_event,natural_impact,PDS-levent,levent-02158,1971-11-03T19:23:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02174,event:levent-02174,deep-family:A210,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02174,1971-11-05T09:37:00,minute,catalog_start_not_phase_pick,A,B,A210,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02175,event:levent-02175,deep-family:A41,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02175,1971-11-05T11:04:00,minute,catalog_start_not_phase_pick,A,B,A41,S14,S14.MH1;S14.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02185,event:levent-02185,deep-family:A23,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02185,1971-11-07T00:24:00,minute,catalog_start_not_phase_pick,A,B,A23,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02187,event:levent-02187,event:levent-02187,physical_event,natural_impact,PDS-levent,levent-02187,1971-11-07T02:08:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02192,event:levent-02192,deep-family:A30,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02192,1971-11-07T13:34:00,minute,catalog_start_not_phase_pick,A,B,A30,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02196,event:levent-02196,deep-family:A94,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02196,1971-11-07T22:33:00,minute,catalog_start_not_phase_pick,A,B,A94,S12,S12.MH1;S12.MH2;S12.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02200,event:levent-02200,event:levent-02200,physical_event,natural_impact,PDS-levent,levent-02200,1971-11-08T08:54:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02220,event:levent-02220,deep-family:A16,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02220,1971-11-12T06:30:00,minute,catalog_start_not_phase_pick,A,B,A16,S12;S14;S15,S12.MHZ;S14.MH1;S14.MH2;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02228,event:levent-02228,event:levent-02228,physical_event,natural_impact,PDS-levent,levent-02228,1971-11-14T04:17:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S14.SHZ;S15.MH1;S15.MH2;S15.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02243,event:levent-02243,event:levent-02243,physical_event,natural_impact,PDS-levent,levent-02243,1971-11-16T00:06:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02246,event:levent-02246,event:levent-02246,physical_event,natural_impact,PDS-levent,levent-02246,1971-11-16T05:45:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02278,event:levent-02278,event:levent-02278,physical_event,natural_impact,PDS-levent,levent-02278,1971-11-17T23:48:00,minute,catalog_start_not_phase_pick,C,B,,S14,S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02280,event:levent-02280,event:levent-02280,physical_event,natural_impact,PDS-levent,levent-02280,1971-11-18T02:10:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02281,event:levent-02281,deep-family:A8,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02281,1971-11-18T04:21:00,minute,catalog_start_not_phase_pick,A,B,A8,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02308,event:levent-02308,deep-family:A17,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02308,1971-11-20T06:10:00,minute,catalog_start_not_phase_pick,A,B,A17,S14;S15,S14.MH1;S14.MH2;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02310,event:levent-02310,event:levent-02310,physical_event,natural_impact,PDS-levent,levent-02310,1971-11-20T13:32:00,minute,catalog_start_not_phase_pick,C,A,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02331,event:levent-02331,deep-family:A20,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02331,1971-11-21T11:17:00,minute,catalog_start_not_phase_pick,A,B,A20,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH2;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02340,event:levent-02340,deep-family:A18,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02340,1971-11-21T19:13:00,minute,catalog_start_not_phase_pick,A,B,A18,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S14,,S12,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02343,event:levent-02343,event:levent-02343,physical_event,natural_impact,PDS-levent,levent-02343,1971-11-22T04:04:00,minute,catalog_start_not_phase_pick,C,B,,S12,S12.MH1;S12.MH2;S12.MHZ,not_yet_audited_for_unified_manifest,,,,,,,excluded_failed_integrity,reject_integrity,1,,,S12,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02359,event:levent-02359,event:levent-02359,physical_event,natural_impact,PDS-levent,levent-02359,1971-11-23T23:33:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02361,event:levent-02361,event:levent-02361,physical_event,natural_impact,PDS-levent,levent-02361,1971-11-24T02:44:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02371,event:levent-02371,event:levent-02371,physical_event,natural_impact,PDS-levent,levent-02371,1971-11-25T00:17:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02382,event:levent-02382,deep-family:A14,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02382,1971-11-26T06:45:00,minute,catalog_start_not_phase_pick,A,B,A14,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02388,event:levent-02388,event:levent-02388,physical_event,natural_impact,PDS-levent,levent-02388,1971-11-26T16:38:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
KO-SMQ-1,event:KO-SMQ-1,event:KO-SMQ-1,physical_event,shallow_moonquake,Onodera-corrected-2026,KO-SMQ-1,1971-11-30T01:07:57,second,corrected_event_start_not_phase_pick,,not_assigned_by_onodera,,S15,,SHZ+ATT_120s_pre_480s_post,S15,,,1,0,0,candidate_integrity_audited,not_applicable_shallow,,,,,Onodera 2024 tables corrected 2026; legacy rows reconciled exactly to PDS,CC BY-NC article-table derivation; attribution and release review required
levent-02394,event:levent-02394,event:levent-02394,physical_event,natural_impact,PDS-levent,levent-02394,1971-11-30T01:10:00,minute,catalog_start_not_phase_pick,C,B,,S15,S15.MH1;S15.MH2;S15.MHZ;S15.SHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_pending_waveform_qa,not_covered_batch_1,,,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02398,event:levent-02398,event:levent-02398,physical_event,natural_impact,PDS-levent,levent-02398,1971-11-30T20:20:00,minute,catalog_start_not_phase_pick,C,B,,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02425,event:levent-02425,deep-family:A20,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02425,1971-12-03T20:31:00,minute,catalog_start_not_phase_pick,A,B,A20,S12,S12.MH1;S12.MH2;S12.MHZ,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02436,event:levent-02436,deep-family:A30,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02436,1971-12-05T07:37:00,minute,catalog_start_not_phase_pick,A,B,A30,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02443,event:levent-02443,deep-family:A9,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02443,1971-12-06T06:57:00,minute,catalog_start_not_phase_pick,A,B,A9,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02446,event:levent-02446,deep-family:A94,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02446,1971-12-06T23:20:00,minute,catalog_start_not_phase_pick,A,B,A94,S12;S14,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
levent-02452,event:levent-02452,deep-family:A34,deep_repeating_family,deep_moonquake_assigned,PDS-levent,levent-02452,1971-12-07T11:53:00,minute,catalog_start_not_phase_pick,A,B,A34,S12;S14;S15,S12.MH1;S12.MH2;S12.MHZ;S14.MH1;S14.MH2;S14.SHZ;S15.MH1;S15.MH2,not_yet_audited_for_unified_manifest,,,,,,,candidate_integrity_audited,usable_integrity,1,S12;S14,,,PDS T2 physical class; conservative A/B and positive-visibility rule,PDS-derived manifest release review required
